geoid,geographic_area_name,estimated_population,Margin of Error!!Total
250173241023,"Block Group 3, Census Tract 3241.02, Middlesex County, Massachusetts",631,142
250173251001,"Block Group 1, Census Tract 3251, Middlesex County, Massachusetts",2289,475
250173251002,"Block Group 2, Census Tract 3251, Middlesex County, Massachusetts",1185,261
250173251003,"Block Group 3, Census Tract 3251, Middlesex County, Massachusetts",649,247
250173251004,"Block Group 4, Census Tract 3251, Middlesex County, Massachusetts",1020,291
250173251005,"Block Group 5, Census Tract 3251, Middlesex County, Massachusetts",919,323
250173251006,"Block Group 6, Census Tract 3251, Middlesex County, Massachusetts",1315,428
250173251007,"Block Group 7, Census Tract 3251, Middlesex County, Massachusetts",729,309
250173261011,"Block Group 1, Census Tract 3261.01, Middlesex County, Massachusetts",1321,259
250173261012,"Block Group 2, Census Tract 3261.01, Middlesex County, Massachusetts",3315,335
250173261021,"Block Group 1, Census Tract 3261.02, Middlesex County, Massachusetts",2591,401
250173261022,"Block Group 2, Census Tract 3261.02, Middlesex County, Massachusetts",2910,385
250173261023,"Block Group 3, Census Tract 3261.02, Middlesex County, Massachusetts",1176,292
250173271011,"Block Group 1, Census Tract 3271.01, Middlesex County, Massachusetts",2033,281
250173271012,"Block Group 2, Census Tract 3271.01, Middlesex County, Massachusetts",1848,259
250173271021,"Block Group 1, Census Tract 3271.02, Middlesex County, Massachusetts",905,192
250173271022,"Block Group 2, Census Tract 3271.02, Middlesex County, Massachusetts",1535,254
250173271023,"Block Group 3, Census Tract 3271.02, Middlesex County, Massachusetts",2031,263
250173271031,"Block Group 1, Census Tract 3271.03, Middlesex County, Massachusetts",1675,259
250173271032,"Block Group 2, Census Tract 3271.03, Middlesex County, Massachusetts",795,156
250173271033,"Block Group 3, Census Tract 3271.03, Middlesex County, Massachusetts",1283,196
250173281001,"Block Group 1, Census Tract 3281, Middlesex County, Massachusetts",2230,148
250173281002,"Block Group 2, Census Tract 3281, Middlesex County, Massachusetts",1136,142
250173301001,"Block Group 1, Census Tract 3301, Middlesex County, Massachusetts",1100,312
250173301002,"Block Group 2, Census Tract 3301, Middlesex County, Massachusetts",2138,336
250173301003,"Block Group 3, Census Tract 3301, Middlesex County, Massachusetts",1770,351
250173301004,"Block Group 4, Census Tract 3301, Middlesex County, Massachusetts",1650,315
250173301005,"Block Group 5, Census Tract 3301, Middlesex County, Massachusetts",2241,431
250173302001,"Block Group 1, Census Tract 3302, Middlesex County, Massachusetts",2401,346
250173302002,"Block Group 2, Census Tract 3302, Middlesex County, Massachusetts",1962,334
250173302003,"Block Group 3, Census Tract 3302, Middlesex County, Massachusetts",1134,315
250173302004,"Block Group 4, Census Tract 3302, Middlesex County, Massachusetts",1185,334
250173311011,"Block Group 1, Census Tract 3311.01, Middlesex County, Massachusetts",1371,231
250173311012,"Block Group 2, Census Tract 3311.01, Middlesex County, Massachusetts",1819,254
250173311021,"Block Group 1, Census Tract 3311.02, Middlesex County, Massachusetts",1549,334
250173311022,"Block Group 2, Census Tract 3311.02, Middlesex County, Massachusetts",1817,353
250173311023,"Block Group 3, Census Tract 3311.02, Middlesex County, Massachusetts",2596,545
250173311024,"Block Group 4, Census Tract 3311.02, Middlesex County, Massachusetts",1384,349
250173312001,"Block Group 1, Census Tract 3312, Middlesex County, Massachusetts",2548,265
250173312002,"Block Group 2, Census Tract 3312, Middlesex County, Massachusetts",3021,299
250173313001,"Block Group 1, Census Tract 3313, Middlesex County, Massachusetts",2146,422
250173313002,"Block Group 2, Census Tract 3313, Middlesex County, Massachusetts",3022,549
250173313003,"Block Group 3, Census Tract 3313, Middlesex County, Massachusetts",2104,501
250173321001,"Block Group 1, Census Tract 3321, Middlesex County, Massachusetts",1260,425
250173321002,"Block Group 2, Census Tract 3321, Middlesex County, Massachusetts",2815,541
250173321003,"Block Group 3, Census Tract 3321, Middlesex County, Massachusetts",1169,349
250173321004,"Block Group 4, Census Tract 3321, Middlesex County, Massachusetts",1466,320
250173322001,"Block Group 1, Census Tract 3322, Middlesex County, Massachusetts",3862,616
250173322002,"Block Group 2, Census Tract 3322, Middlesex County, Massachusetts",2600,422
250173322003,"Block Group 3, Census Tract 3322, Middlesex County, Massachusetts",1022,263
250173322004,"Block Group 4, Census Tract 3322, Middlesex County, Massachusetts",1950,459
250173323001,"Block Group 1, Census Tract 3323, Middlesex County, Massachusetts",1273,311
250173323002,"Block Group 2, Census Tract 3323, Middlesex County, Massachusetts",1229,380
250173323003,"Block Group 3, Census Tract 3323, Middlesex County, Massachusetts",1175,378
250173323004,"Block Group 4, Census Tract 3323, Middlesex County, Massachusetts",2514,408
250173323005,"Block Group 5, Census Tract 3323, Middlesex County, Massachusetts",1287,302
250173324001,"Block Group 1, Census Tract 3324, Middlesex County, Massachusetts",2446,317
250173324002,"Block Group 2, Census Tract 3324, Middlesex County, Massachusetts",1582,345
250173331001,"Block Group 1, Census Tract 3331, Middlesex County, Massachusetts",2691,410
250173331002,"Block Group 2, Census Tract 3331, Middlesex County, Massachusetts",1181,280
250173331003,"Block Group 3, Census Tract 3331, Middlesex County, Massachusetts",875,277
250173331004,"Block Group 4, Census Tract 3331, Middlesex County, Massachusetts",889,228
250173331005,"Block Group 5, Census Tract 3331, Middlesex County, Massachusetts",2125,371
250173332001,"Block Group 1, Census Tract 3332, Middlesex County, Massachusetts",1534,270
250173332002,"Block Group 2, Census Tract 3332, Middlesex County, Massachusetts",948,315
250173332003,"Block Group 3, Census Tract 3332, Middlesex County, Massachusetts",1169,341
250173332004,"Block Group 4, Census Tract 3332, Middlesex County, Massachusetts",1548,280
250173333001,"Block Group 1, Census Tract 3333, Middlesex County, Massachusetts",927,270
250173333002,"Block Group 2, Census Tract 3333, Middlesex County, Massachusetts",1440,349
250173333003,"Block Group 3, Census Tract 3333, Middlesex County, Massachusetts",1168,244
250173334001,"Block Group 1, Census Tract 3334, Middlesex County, Massachusetts",1734,546
250173334002,"Block Group 2, Census Tract 3334, Middlesex County, Massachusetts",1527,350
250173334003,"Block Group 3, Census Tract 3334, Middlesex County, Massachusetts",689,226
250173334004,"Block Group 4, Census Tract 3334, Middlesex County, Massachusetts",1101,327
250173334005,"Block Group 5, Census Tract 3334, Middlesex County, Massachusetts",1233,299
250173335011,"Block Group 1, Census Tract 3335.01, Middlesex County, Massachusetts",866,224
250173335012,"Block Group 2, Census Tract 3335.01, Middlesex County, Massachusetts",2593,420
250173335013,"Block Group 3, Census Tract 3335.01, Middlesex County, Massachusetts",2383,437
250173335021,"Block Group 1, Census Tract 3335.02, Middlesex County, Massachusetts",1486,242
250173335022,"Block Group 2, Census Tract 3335.02, Middlesex County, Massachusetts",1723,344
250173336001,"Block Group 1, Census Tract 3336, Middlesex County, Massachusetts",3037,784
250173336002,"Block Group 2, Census Tract 3336, Middlesex County, Massachusetts",771,321
250173336003,"Block Group 3, Census Tract 3336, Middlesex County, Massachusetts",1177,317
250173336004,"Block Group 4, Census Tract 3336, Middlesex County, Massachusetts",1033,327
250173336005,"Block Group 5, Census Tract 3336, Middlesex County, Massachusetts",1074,301
250173336006,"Block Group 6, Census Tract 3336, Middlesex County, Massachusetts",1382,428
250173341001,"Block Group 1, Census Tract 3341, Middlesex County, Massachusetts",2065,436
250173341002,"Block Group 2, Census Tract 3341, Middlesex County, Massachusetts",2599,439
250173341003,"Block Group 3, Census Tract 3341, Middlesex County, Massachusetts",2180,352
250173342001,"Block Group 1, Census Tract 3342, Middlesex County, Massachusetts",893,179
250173342002,"Block Group 2, Census Tract 3342, Middlesex County, Massachusetts",1001,222
250173342003,"Block Group 3, Census Tract 3342, Middlesex County, Massachusetts",841,187
250173342004,"Block Group 4, Census Tract 3342, Middlesex County, Massachusetts",1263,184
250173343001,"Block Group 1, Census Tract 3343, Middlesex County, Massachusetts",1969,322
250173343002,"Block Group 2, Census Tract 3343, Middlesex County, Massachusetts",1238,358
250173343003,"Block Group 3, Census Tract 3343, Middlesex County, Massachusetts",1608,307
250173343004,"Block Group 4, Census Tract 3343, Middlesex County, Massachusetts",2905,351
250173344001,"Block Group 1, Census Tract 3344, Middlesex County, Massachusetts",1360,256
250173344002,"Block Group 2, Census Tract 3344, Middlesex County, Massachusetts",2175,335
250173344003,"Block Group 3, Census Tract 3344, Middlesex County, Massachusetts",1365,351
250173344004,"Block Group 4, Census Tract 3344, Middlesex County, Massachusetts",674,248
250173344005,"Block Group 5, Census Tract 3344, Middlesex County, Massachusetts",996,244
250173351001,"Block Group 1, Census Tract 3351, Middlesex County, Massachusetts",1545,313
250173351002,"Block Group 2, Census Tract 3351, Middlesex County, Massachusetts",939,230
250173351003,"Block Group 3, Census Tract 3351, Middlesex County, Massachusetts",364,140
250173351004,"Block Group 4, Census Tract 3351, Middlesex County, Massachusetts",1103,219
250173351005,"Block Group 5, Census Tract 3351, Middlesex County, Massachusetts",1032,229
250173351006,"Block Group 6, Census Tract 3351, Middlesex County, Massachusetts",722,236
250173352001,"Block Group 1, Census Tract 3352, Middlesex County, Massachusetts",744,296
250173352002,"Block Group 2, Census Tract 3352, Middlesex County, Massachusetts",893,294
250173352003,"Block Group 3, Census Tract 3352, Middlesex County, Massachusetts",840,200
250173352004,"Block Group 4, Census Tract 3352, Middlesex County, Massachusetts",1558,395
250173352005,"Block Group 5, Census Tract 3352, Middlesex County, Massachusetts",2519,514
250173353011,"Block Group 1, Census Tract 3353.01, Middlesex County, Massachusetts",2205,301
250173353012,"Block Group 2, Census Tract 3353.01, Middlesex County, Massachusetts",1539,248
250173353013,"Block Group 3, Census Tract 3353.01, Middlesex County, Massachusetts",701,349
250173353021,"Block Group 1, Census Tract 3353.02, Middlesex County, Massachusetts",771,238
250173353022,"Block Group 2, Census Tract 3353.02, Middlesex County, Massachusetts",3097,255
250173353023,"Block Group 3, Census Tract 3353.02, Middlesex County, Massachusetts",1146,264
250173354001,"Block Group 1, Census Tract 3354, Middlesex County, Massachusetts",881,229
250173354002,"Block Group 2, Census Tract 3354, Middlesex County, Massachusetts",2134,275
250173354003,"Block Group 3, Census Tract 3354, Middlesex County, Massachusetts",1529,218
250173354004,"Block Group 4, Census Tract 3354, Middlesex County, Massachusetts",731,155
250173361001,"Block Group 1, Census Tract 3361, Middlesex County, Massachusetts",932,326
250173361002,"Block Group 2, Census Tract 3361, Middlesex County, Massachusetts",1124,287
250173361003,"Block Group 3, Census Tract 3361, Middlesex County, Massachusetts",1148,401
250173361004,"Block Group 4, Census Tract 3361, Middlesex County, Massachusetts",990,356
250173361005,"Block Group 5, Census Tract 3361, Middlesex County, Massachusetts",535,159
250173361006,"Block Group 6, Census Tract 3361, Middlesex County, Massachusetts",752,375
250173362001,"Block Group 1, Census Tract 3362, Middlesex County, Massachusetts",606,225
250173362002,"Block Group 2, Census Tract 3362, Middlesex County, Massachusetts",1394,319
250173362003,"Block Group 3, Census Tract 3362, Middlesex County, Massachusetts",1253,275
250173362004,"Block Group 4, Census Tract 3362, Middlesex County, Massachusetts",661,226
250173362005,"Block Group 5, Census Tract 3362, Middlesex County, Massachusetts",422,176
250173362006,"Block Group 6, Census Tract 3362, Middlesex County, Massachusetts",632,240
250173362007,"Block Group 7, Census Tract 3362, Middlesex County, Massachusetts",1097,307
250173363001,"Block Group 1, Census Tract 3363, Middlesex County, Massachusetts",849,311
250173363002,"Block Group 2, Census Tract 3363, Middlesex County, Massachusetts",594,209
250173363003,"Block Group 3, Census Tract 3363, Middlesex County, Massachusetts",910,288
250173363004,"Block Group 4, Census Tract 3363, Middlesex County, Massachusetts",692,215
250173363005,"Block Group 5, Census Tract 3363, Middlesex County, Massachusetts",1403,424
250173363006,"Block Group 6, Census Tract 3363, Middlesex County, Massachusetts",831,193
250173363007,"Block Group 7, Census Tract 3363, Middlesex County, Massachusetts",1303,246
250173364011,"Block Group 1, Census Tract 3364.01, Middlesex County, Massachusetts",1051,269
250173364012,"Block Group 2, Census Tract 3364.01, Middlesex County, Massachusetts",2198,440
250173364013,"Block Group 3, Census Tract 3364.01, Middlesex County, Massachusetts",2131,427
250173364021,"Block Group 1, Census Tract 3364.02, Middlesex County, Massachusetts",903,193
250173364022,"Block Group 2, Census Tract 3364.02, Middlesex County, Massachusetts",1124,262
250173364023,"Block Group 3, Census Tract 3364.02, Middlesex County, Massachusetts",1061,232
250173364024,"Block Group 4, Census Tract 3364.02, Middlesex County, Massachusetts",1517,288
250173371011,"Block Group 1, Census Tract 3371.01, Middlesex County, Massachusetts",1600,283
250173371012,"Block Group 2, Census Tract 3371.01, Middlesex County, Massachusetts",1559,219
250173371021,"Block Group 1, Census Tract 3371.02, Middlesex County, Massachusetts",667,237
250173371022,"Block Group 2, Census Tract 3371.02, Middlesex County, Massachusetts",2189,396
250173371023,"Block Group 3, Census Tract 3371.02, Middlesex County, Massachusetts",2697,394
250173372011,"Block Group 1, Census Tract 3372.01, Middlesex County, Massachusetts",1947,198
250173372012,"Block Group 2, Census Tract 3372.01, Middlesex County, Massachusetts",571,130
250173372013,"Block Group 3, Census Tract 3372.01, Middlesex County, Massachusetts",693,224
250173372021,"Block Group 1, Census Tract 3372.02, Middlesex County, Massachusetts",1271,312
250173372022,"Block Group 2, Census Tract 3372.02, Middlesex County, Massachusetts",2058,439
250173372023,"Block Group 3, Census Tract 3372.02, Middlesex County, Massachusetts",954,198
250173372024,"Block Group 4, Census Tract 3372.02, Middlesex County, Massachusetts",921,284
250173373001,"Block Group 1, Census Tract 3373, Middlesex County, Massachusetts",1307,377
250173373002,"Block Group 2, Census Tract 3373, Middlesex County, Massachusetts",978,392
250173373003,"Block Group 3, Census Tract 3373, Middlesex County, Massachusetts",963,300
250173373004,"Block Group 4, Census Tract 3373, Middlesex County, Massachusetts",2347,363
250173373005,"Block Group 5, Census Tract 3373, Middlesex County, Massachusetts",501,189
250173381001,"Block Group 1, Census Tract 3381, Middlesex County, Massachusetts",1577,206
250173381002,"Block Group 2, Census Tract 3381, Middlesex County, Massachusetts",1600,163
250173382001,"Block Group 1, Census Tract 3382, Middlesex County, Massachusetts",3097,319
250173382002,"Block Group 2, Census Tract 3382, Middlesex County, Massachusetts",990,169
250173383001,"Block Group 1, Census Tract 3383, Middlesex County, Massachusetts",859,217
250173383002,"Block Group 2, Census Tract 3383, Middlesex County, Massachusetts",1188,191
250173383003,"Block Group 3, Census Tract 3383, Middlesex County, Massachusetts",1381,178
250173384001,"Block Group 1, Census Tract 3384, Middlesex County, Massachusetts",1535,219
250173384002,"Block Group 2, Census Tract 3384, Middlesex County, Massachusetts",1510,327
250173384003,"Block Group 3, Census Tract 3384, Middlesex County, Massachusetts",1492,251
250173384004,"Block Group 4, Census Tract 3384, Middlesex County, Massachusetts",1687,338
250173385001,"Block Group 1, Census Tract 3385, Middlesex County, Massachusetts",1392,199
250173385002,"Block Group 2, Census Tract 3385, Middlesex County, Massachusetts",1495,221
250173385003,"Block Group 3, Census Tract 3385, Middlesex County, Massachusetts",1500,208
250173385004,"Block Group 4, Census Tract 3385, Middlesex County, Massachusetts",1435,211
250173391001,"Block Group 1, Census Tract 3391, Middlesex County, Massachusetts",588,231
250173391002,"Block Group 2, Census Tract 3391, Middlesex County, Massachusetts",1366,302
250173391003,"Block Group 3, Census Tract 3391, Middlesex County, Massachusetts",1251,323
250173391004,"Block Group 4, Census Tract 3391, Middlesex County, Massachusetts",1678,314
250173391005,"Block Group 5, Census Tract 3391, Middlesex County, Massachusetts",1505,316
250173392001,"Block Group 1, Census Tract 3392, Middlesex County, Massachusetts",1214,386
250173392002,"Block Group 2, Census Tract 3392, Middlesex County, Massachusetts",1058,285
250173392003,"Block Group 3, Census Tract 3392, Middlesex County, Massachusetts",775,234
250173392004,"Block Group 4, Census Tract 3392, Middlesex County, Massachusetts",934,249
250173392005,"Block Group 5, Census Tract 3392, Middlesex County, Massachusetts",876,214
250173392006,"Block Group 6, Census Tract 3392, Middlesex County, Massachusetts",1138,318
250173393001,"Block Group 1, Census Tract 3393, Middlesex County, Massachusetts",794,198
250173393002,"Block Group 2, Census Tract 3393, Middlesex County, Massachusetts",757,199
250173393003,"Block Group 3, Census Tract 3393, Middlesex County, Massachusetts",1066,229
250173394001,"Block Group 1, Census Tract 3394, Middlesex County, Massachusetts",872,149
250173394002,"Block Group 2, Census Tract 3394, Middlesex County, Massachusetts",878,144
250173394003,"Block Group 3, Census Tract 3394, Middlesex County, Massachusetts",843,223
250173394004,"Block Group 4, Census Tract 3394, Middlesex County, Massachusetts",1097,267
250173395001,"Block Group 1, Census Tract 3395, Middlesex County, Massachusetts",2874,292
250173395002,"Block Group 2, Census Tract 3395, Middlesex County, Massachusetts",1278,332
250173395003,"Block Group 3, Census Tract 3395, Middlesex County, Massachusetts",682,179
250173395004,"Block Group 4, Census Tract 3395, Middlesex County, Massachusetts",835,241
250173396001,"Block Group 1, Census Tract 3396, Middlesex County, Massachusetts",868,425
250173396002,"Block Group 2, Census Tract 3396, Middlesex County, Massachusetts",704,262
250173396003,"Block Group 3, Census Tract 3396, Middlesex County, Massachusetts",1195,423
250173396004,"Block Group 4, Census Tract 3396, Middlesex County, Massachusetts",1166,320
250173396005,"Block Group 5, Census Tract 3396, Middlesex County, Massachusetts",657,317
250173396006,"Block Group 6, Census Tract 3396, Middlesex County, Massachusetts",591,261
250173397001,"Block Group 1, Census Tract 3397, Middlesex County, Massachusetts",772,282
250173397002,"Block Group 2, Census Tract 3397, Middlesex County, Massachusetts",1160,241
250173397003,"Block Group 3, Census Tract 3397, Middlesex County, Massachusetts",1068,281
250173397004,"Block Group 4, Census Tract 3397, Middlesex County, Massachusetts",893,349
250173398011,"Block Group 1, Census Tract 3398.01, Middlesex County, Massachusetts",3042,460
250173398012,"Block Group 2, Census Tract 3398.01, Middlesex County, Massachusetts",479,194
250173398013,"Block Group 3, Census Tract 3398.01, Middlesex County, Massachusetts",943,262
250173398014,"Block Group 4, Census Tract 3398.01, Middlesex County, Massachusetts",562,220
250173398021,"Block Group 1, Census Tract 3398.02, Middlesex County, Massachusetts",1494,300
250173398022,"Block Group 2, Census Tract 3398.02, Middlesex County, Massachusetts",3013,330
250173398023,"Block Group 3, Census Tract 3398.02, Middlesex County, Massachusetts",677,205
250173399001,"Block Group 1, Census Tract 3399, Middlesex County, Massachusetts",2106,620
250173399002,"Block Group 2, Census Tract 3399, Middlesex County, Massachusetts",726,419
250173399003,"Block Group 3, Census Tract 3399, Middlesex County, Massachusetts",987,253
250173399004,"Block Group 4, Census Tract 3399, Middlesex County, Massachusetts",717,335
250173399005,"Block Group 5, Census Tract 3399, Middlesex County, Massachusetts",565,230
250173400001,"Block Group 1, Census Tract 3400, Middlesex County, Massachusetts",726,154
250173400002,"Block Group 2, Census Tract 3400, Middlesex County, Massachusetts",997,318
250173400003,"Block Group 3, Census Tract 3400, Middlesex County, Massachusetts",740,187
250173401001,"Block Group 1, Census Tract 3401, Middlesex County, Massachusetts",582,199
250173401002,"Block Group 2, Census Tract 3401, Middlesex County, Massachusetts",815,239
250173401003,"Block Group 3, Census Tract 3401, Middlesex County, Massachusetts",1268,400
250173401004,"Block Group 4, Census Tract 3401, Middlesex County, Massachusetts",2092,508
250173401005,"Block Group 5, Census Tract 3401, Middlesex County, Massachusetts",946,324
250173401006,"Block Group 6, Census Tract 3401, Middlesex County, Massachusetts",727,264
250173411011,"Block Group 1, Census Tract 3411.01, Middlesex County, Massachusetts",1661,338
250173411012,"Block Group 2, Census Tract 3411.01, Middlesex County, Massachusetts",849,243
250173411013,"Block Group 3, Census Tract 3411.01, Middlesex County, Massachusetts",1366,326
250173411021,"Block Group 1, Census Tract 3411.02, Middlesex County, Massachusetts",1430,269
250173411022,"Block Group 2, Census Tract 3411.02, Middlesex County, Massachusetts",827,250
250173411023,"Block Group 3, Census Tract 3411.02, Middlesex County, Massachusetts",776,179
250173411024,"Block Group 4, Census Tract 3411.02, Middlesex County, Massachusetts",733,245
250173411025,"Block Group 5, Census Tract 3411.02, Middlesex County, Massachusetts",554,172
250173412001,"Block Group 1, Census Tract 3412, Middlesex County, Massachusetts",644,336
250173412002,"Block Group 2, Census Tract 3412, Middlesex County, Massachusetts",1183,483
250173412003,"Block Group 3, Census Tract 3412, Middlesex County, Massachusetts",1138,371
250173412004,"Block Group 4, Census Tract 3412, Middlesex County, Massachusetts",1172,414
250173412005,"Block Group 5, Census Tract 3412, Middlesex County, Massachusetts",1682,432
250173412006,"Block Group 6, Census Tract 3412, Middlesex County, Massachusetts",1126,487
250173413001,"Block Group 1, Census Tract 3413, Middlesex County, Massachusetts",2641,669
250173413002,"Block Group 2, Census Tract 3413, Middlesex County, Massachusetts",848,269
250173413003,"Block Group 3, Census Tract 3413, Middlesex County, Massachusetts",1966,579
250173414001,"Block Group 1, Census Tract 3414, Middlesex County, Massachusetts",949,495
250173414002,"Block Group 2, Census Tract 3414, Middlesex County, Massachusetts",1410,878
250173414003,"Block Group 3, Census Tract 3414, Middlesex County, Massachusetts",1494,603
250173414004,"Block Group 4, Census Tract 3414, Middlesex County, Massachusetts",1939,689
250173414005,"Block Group 5, Census Tract 3414, Middlesex County, Massachusetts",749,416
250173415001,"Block Group 1, Census Tract 3415, Middlesex County, Massachusetts",1286,363
250173415002,"Block Group 2, Census Tract 3415, Middlesex County, Massachusetts",736,254
250173415003,"Block Group 3, Census Tract 3415, Middlesex County, Massachusetts",1193,415
250173415004,"Block Group 4, Census Tract 3415, Middlesex County, Massachusetts",1023,557
250173415005,"Block Group 5, Census Tract 3415, Middlesex County, Massachusetts",1211,456
250173416001,"Block Group 1, Census Tract 3416, Middlesex County, Massachusetts",480,209
250173416002,"Block Group 2, Census Tract 3416, Middlesex County, Massachusetts",1364,315
250173416003,"Block Group 3, Census Tract 3416, Middlesex County, Massachusetts",1477,382
250173416004,"Block Group 4, Census Tract 3416, Middlesex County, Massachusetts",534,277
250173416005,"Block Group 5, Census Tract 3416, Middlesex County, Massachusetts",684,287
250173416006,"Block Group 6, Census Tract 3416, Middlesex County, Massachusetts",1437,346
250173417001,"Block Group 1, Census Tract 3417, Middlesex County, Massachusetts",657,211
250173417002,"Block Group 2, Census Tract 3417, Middlesex County, Massachusetts",1198,344
250173417003,"Block Group 3, Census Tract 3417, Middlesex County, Massachusetts",1136,376
250173417004,"Block Group 4, Census Tract 3417, Middlesex County, Massachusetts",1387,462
250173417005,"Block Group 5, Census Tract 3417, Middlesex County, Massachusetts",1089,439
250173418001,"Block Group 1, Census Tract 3418, Middlesex County, Massachusetts",1636,545
250173418002,"Block Group 2, Census Tract 3418, Middlesex County, Massachusetts",1140,415
250173418003,"Block Group 3, Census Tract 3418, Middlesex County, Massachusetts",973,272
250173418004,"Block Group 4, Census Tract 3418, Middlesex County, Massachusetts",620,308
250173418005,"Block Group 5, Census Tract 3418, Middlesex County, Massachusetts",1460,628
250173418006,"Block Group 6, Census Tract 3418, Middlesex County, Massachusetts",756,312
250173419011,"Block Group 1, Census Tract 3419.01, Middlesex County, Massachusetts",728,132
250173419012,"Block Group 2, Census Tract 3419.01, Middlesex County, Massachusetts",644,152
250173419021,"Block Group 1, Census Tract 3419.02, Middlesex County, Massachusetts",1579,432
250173419022,"Block Group 2, Census Tract 3419.02, Middlesex County, Massachusetts",802,368
250173419023,"Block Group 3, Census Tract 3419.02, Middlesex County, Massachusetts",1327,390
250173419024,"Block Group 4, Census Tract 3419.02, Middlesex County, Massachusetts",841,493
250173419025,"Block Group 5, Census Tract 3419.02, Middlesex County, Massachusetts",2334,501
250173419026,"Block Group 6, Census Tract 3419.02, Middlesex County, Massachusetts",2115,600
250173421011,"Block Group 1, Census Tract 3421.01, Middlesex County, Massachusetts",1987,482
250173421012,"Block Group 2, Census Tract 3421.01, Middlesex County, Massachusetts",655,238
250173421013,"Block Group 3, Census Tract 3421.01, Middlesex County, Massachusetts",867,289
250173421014,"Block Group 4, Census Tract 3421.01, Middlesex County, Massachusetts",1587,462
250173421021,"Block Group 1, Census Tract 3421.02, Middlesex County, Massachusetts",1096,407
250173421022,"Block Group 2, Census Tract 3421.02, Middlesex County, Massachusetts",799,325
250173421023,"Block Group 3, Census Tract 3421.02, Middlesex County, Massachusetts",1154,313
250173421024,"Block Group 4, Census Tract 3421.02, Middlesex County, Massachusetts",984,307
250173422011,"Block Group 1, Census Tract 3422.01, Middlesex County, Massachusetts",2811,601
250173422012,"Block Group 2, Census Tract 3422.01, Middlesex County, Massachusetts",2227,395
250173422021,"Block Group 1, Census Tract 3422.02, Middlesex County, Massachusetts",2430,411
250173422022,"Block Group 2, Census Tract 3422.02, Middlesex County, Massachusetts",1463,357
250173423001,"Block Group 1, Census Tract 3423, Middlesex County, Massachusetts",991,426
250173423002,"Block Group 2, Census Tract 3423, Middlesex County, Massachusetts",2286,616
250173423003,"Block Group 3, Census Tract 3423, Middlesex County, Massachusetts",2536,608
250173423004,"Block Group 4, Census Tract 3423, Middlesex County, Massachusetts",1848,680
250173424001,"Block Group 1, Census Tract 3424, Middlesex County, Massachusetts",1627,597
250173424002,"Block Group 2, Census Tract 3424, Middlesex County, Massachusetts",1066,470
250173424003,"Block Group 3, Census Tract 3424, Middlesex County, Massachusetts",900,600
250173424004,"Block Group 4, Census Tract 3424, Middlesex County, Massachusetts",2473,851
250173424005,"Block Group 5, Census Tract 3424, Middlesex County, Massachusetts",1216,579
250173425001,"Block Group 1, Census Tract 3425, Middlesex County, Massachusetts",3105,880
250173425002,"Block Group 2, Census Tract 3425, Middlesex County, Massachusetts",2688,771
250173425003,"Block Group 3, Census Tract 3425, Middlesex County, Massachusetts",2576,824
250173426001,"Block Group 1, Census Tract 3426, Middlesex County, Massachusetts",980,287
250173426002,"Block Group 2, Census Tract 3426, Middlesex County, Massachusetts",1196,405
250173426003,"Block Group 3, Census Tract 3426, Middlesex County, Massachusetts",2570,427
250173501031,"Block Group 1, Census Tract 3501.03, Middlesex County, Massachusetts",711,174
250173501032,"Block Group 2, Census Tract 3501.03, Middlesex County, Massachusetts",1549,193
250173501041,"Block Group 1, Census Tract 3501.04, Middlesex County, Massachusetts",1796,555
250173501042,"Block Group 2, Census Tract 3501.04, Middlesex County, Massachusetts",3074,594
250173501043,"Block Group 3, Census Tract 3501.04, Middlesex County, Massachusetts",1692,509
250173501044,"Block Group 4, Census Tract 3501.04, Middlesex County, Massachusetts",1364,362
250173502001,"Block Group 1, Census Tract 3502, Middlesex County, Massachusetts",1401,389
250173502002,"Block Group 2, Census Tract 3502, Middlesex County, Massachusetts",503,217
250173502003,"Block Group 3, Census Tract 3502, Middlesex County, Massachusetts",1319,537
250173502004,"Block Group 4, Census Tract 3502, Middlesex County, Massachusetts",2558,604
250173502005,"Block Group 5, Census Tract 3502, Middlesex County, Massachusetts",463,169
250173502006,"Block Group 6, Census Tract 3502, Middlesex County, Massachusetts",937,357
250173503001,"Block Group 1, Census Tract 3503, Middlesex County, Massachusetts",976,214
250173503002,"Block Group 2, Census Tract 3503, Middlesex County, Massachusetts",1121,201
250173503003,"Block Group 3, Census Tract 3503, Middlesex County, Massachusetts",702,168
250173504001,"Block Group 1, Census Tract 3504, Middlesex County, Massachusetts",664,241
250173504002,"Block Group 2, Census Tract 3504, Middlesex County, Massachusetts",1386,423
250173504003,"Block Group 3, Census Tract 3504, Middlesex County, Massachusetts",1393,383
250173504004,"Block Group 4, Census Tract 3504, Middlesex County, Massachusetts",1669,235
250173504005,"Block Group 5, Census Tract 3504, Middlesex County, Massachusetts",628,221
250173505001,"Block Group 1, Census Tract 3505, Middlesex County, Massachusetts",688,132
250173505002,"Block Group 2, Census Tract 3505, Middlesex County, Massachusetts",905,125
250173506001,"Block Group 1, Census Tract 3506, Middlesex County, Massachusetts",1986,293
250173506002,"Block Group 2, Census Tract 3506, Middlesex County, Massachusetts",902,162
250173506003,"Block Group 3, Census Tract 3506, Middlesex County, Massachusetts",746,182
